parentCompany,businessName,businessType,expires,street,city,state,zip,Latitude,Longitude,Accuracy Score,Street,City,State,County,Zip
S&A ENTERPRISE LLC,BUCKLEY DISCOUNT LIQUORS,Liquor Store (city), 07/08/2016,17150 E ILIFF AVE C-3,AURORA,CO,80013,39.673195972973,-104.78719964865,1,17150 E Iliff Ave,Aurora,CO,Arapahoe County,80013
SAM'S SOUTHEAST LIQUORS LLC,SAM'S SOUTHEAST LIQUORS,Liquor Store (city), 12/06/2015,6201 S AURORA PARKWAY,Aurora,CO,80016,39.574702,-104.7219,0.8, Aurora Pkwy,Aurora,CO,Arapahoe County,80016
SHIFERAW METSLAL,ANTIQUE LIQUORS,Liquor Store (city), 07/17/2016,13690 E ILIFF AVE UNIT A,AURORA,CO,800146522,39.674866,-104.828307,0.9,13690 E Iliff Ave,Aurora,CO,Arapahoe County,80014
SOLO LIQUOR INC,SOLO LIQUOR,Liquor Store (city), 05/05/2016,13751 EAST YALE AVENUE,Aurora,CO,80014,39.667601630435,-104.82914186957,0.9,13751 E Yale Ave,Aurora,CO,Arapahoe County,80014
SONI INC,SHANA'S LIQUOR,Liquor Store (city), 12/19/2015,14573 E MISSISSIPPI AVE,Aurora,CO,80012,39.696595090909,-104.81834245455,1,14573 E Mississippi Ave,Aurora,CO,Arapahoe County,80012
"STEVE ARAYA, INC",BOTTLE SHOP LIQUORS,Liquor Store (city), 02/28/2016,876 S HAVANA,Aurora,CO,800123016,39.700735277778,-104.86596561111,1,876 S Havana St,Aurora,CO,Arapahoe County,80012
T & H LLC,PAYLESS LIQUOR,Liquor Store (city), 12/01/2015,1512 FLORENCE ST,Aurora,CO,80010,39.740423244898,-104.87173010204,1,1512 Florence St,Aurora,CO,Arapahoe County,80010
TANA BUSINESS CORPORATION,J&M LIQUOR STORE,Liquor Store (city), 12/04/2015,"2101 N URSULA ST, UNIT #45",Aurora,CO,80045,39.685898,-104.838775,0.8, S Ursula Ct,Aurora,CO,Arapahoe County,80012
V & V INC,GATEWAY LIQUOR,Liquor Store (city), 01/13/2016,3751 N TOWER RD UNIT E,Aurora,CO,80011,39.648530181818,-104.77250472727,0.9,3751 S Tower Rd,Aurora,CO,Arapahoe County,80013
VP ENTERPRISES INC,SAGE DISCOUNT LIQUOR,Liquor Store (city), 10/25/2015,2280 S CHAMBERS RD,Aurora,CO,800144528,39.675140823529,-104.80992194118,1,2280 S Chambers Rd,Aurora,CO,Arapahoe County,80014
WORLD CELLAR LTD,WORLD CELLAR,Liquor Store (city), 07/17/2015,6240 S MAIN ST L114,Aurora,CO,800165376,39.99091,-104.820185,0.8, N Main St,Brighton,CO,Adams County,80601
YEFTER INC,MISSION VIEJO LIQUORS,Liquor Store (city), 05/23/2016,15400 E HAMPDEN AVE,AURORA,CO,800132404,39.653080484848,-104.80863255556,1,15400 E Hampden Ave,Aurora,CO,Arapahoe County,80013
YELLOW FRONT LIQUORS INC,YELLOW FRONT LIQUORS,Liquor Store (city), 03/10/2016,9343 E COLFAX AVE,AURORA,CO,800101919,39.739636,-104.734875,0.8, E Colfax Ave,Aurora,CO,Arapahoe County,80018
YOUNG'S LIQUOR MART LLC,YOUNG'S LIQUOR MART,Liquor Store (city), 03/27/2016,15500 E COLFAX AVE,Aurora,CO,800115821,39.739636,-104.734875,0.8, E Colfax Ave,Aurora,CO,Arapahoe County,80018
YS CORPORATIONS INC,JY LIQUOR,Liquor Store (city), 08/26/2015,10201 E COLFAX AVE,Aurora,CO,80010,39.739636,-104.734875,0.8, E Colfax Ave,Aurora,CO,Arapahoe County,80018
ZIMAR INC,ILIFF CROSSING LIQUOR DEPOT,Liquor Store (city), 04/03/2016,16841 E ILIFF AVE,AURORA,CO,800131136,39.673664966667,-104.79162748333,1,16841 E Iliff Ave,Aurora,CO,Arapahoe County,80013
AVON PROPERTIES LEASING LLC,VILLAGE WAREHOUSE WINES,Liquor Store (city), 12/14/2015,101 FAWCETT RD,Avon,CO,81620,39.631349,-106.510843,0.33,0,Avon,CO,Eagle County,81620
BENCHMARK LIQUORS INC,BEAVER LIQUORS,Liquor Store (city), 06/19/2016,110 E BEAVER CRK BLV,AVON,CO,816209999,39.634813666667,-106.51999174074,1,110 E Beaver Creek Blvd,Avon,CO,Eagle County,81620
KRUSEN INC,AVON LIQUORS,Liquor Store (city), 10/29/2015,100 W BEAVER CREEK BLVD,Avon,CO,81620,39.63538,-106.522558,1,100 W Beaver Creek Blvd,Avon,CO,Eagle County,81620
MILLER'S BOTTLE SHOP LLC,JOE'S LIQUORS,Liquor Store (city), 03/28/2016,1060 W BEAVER CREEK BLVD #1B,AVON,CO,81620,39.636364333333,-106.53663222222,0.8,1060 W Beaver Creek Blvd,Avon,CO,Eagle County,81620
PIER 13 LIQUOR INC,PIER 13 LIQUOR,Liquor Store (county), 04/08/2016,41131 US HWY 6 & 24,Avon,CO,81620,39.621168615385,-106.47007231469,1,41131 Us Hwy,Avon,CO,Eagle County,81620
SOUTH CENTRAL TRADING COMPANY,MARKET WINE & SPIRITS,Liquor Store (county), 06/23/2016,210 OFFERSON RD #C101C ST. JAMES PLACE,AVON,CO,81620,39.605421,-106.514816,1,210 Offerson Rd,Avon,CO,Eagle County,81620
BAILEY DISCOUNT LIQUORS CORPORATION,BAILEY LIQUORS AT RUSTIC SQUARE,Liquor Store (county), 08/23/2015,49 PARK COUNTY ROAD 68,Bailey,CO,80421,39.502974612245,-105.52491216327,0.9,49 Park Way,Bailey,CO,Park County,80421
BAILEY J L HENTERPRISES LTD,BAILEY JLH'S DELWOOD SQUARE LIQUORS INC,Liquor Store (county), 04/19/2016,#1 DELWOOD DR,Bailey,CO,804213100,39.439506,-105.47405,1,1 Delwood Dr,Bailey,CO,Park County,80421
ALPINE LIQUOR STORE LLC THE,ALPINE LIQUOR STORE THE,Liquor Store (city), 09/07/2015,134 EMMA RD,Basalt,CO,816219162,39.365223714286,-107.03428857143,0.9,134 Co Rd,Basalt,CO,Eagle County,81621
JEBEL CAPITAL CORP,EL JEBEVERAGE,Liquor Store (city), 09/08/2015,300 E VALLEY RD,Basalt,CO,816218317,39.375405,-107.079529,0.8, Valley Cir,Basalt,CO,Eagle County,81621
QUICK CHASE LLC,JIMBO'S LIQUOR,Liquor Store (city), 01/07/2016,128 BASALT CENTER CIR,Basalt,CO,81621,39.368609621622,-107.03449633784,1,128 Basalt Center Rd,Basalt,CO,Eagle County,81621
WILLITS FINE WINE LLC,FOUR DOGS FINE WINE & SPIRITS,Liquor Store (city), 10/04/2015,350 REED ST STE 218,Basalt,CO,81621,39.36887,-107.03282,0.33,0,Basalt,CO,Eagle County,81621
SHADETREE ENTERPRISES INC,GUZZLER THE,Liquor Store (county), 08/23/2016,73 SIPPRELLE DR #D,BATTLEMENT MESA,CO,816369213,39.445045583333,-108.02478883333,1,73 Sipprelle Dr,Parachute,CO,Garfield County,81635
COLE FAMILY LLC,BAYFIELD LIQUOR,Liquor Store (city), 01/21/2016,455 COLORADO DRIVE,Bayfield,CO,81122,37.232786038793,-107.59408568103,0.8,455 E Colorado Dr,Bayfield,CO,La Plata County,81122
WELLS LIQUOR LLC,WELLS LIQUOR,Liquor Store (city), 01/05/2016,2400 BAYFIELD PKWY 160B,Bayfield,CO,81122,37.22556,-107.59811,0.33,0,Bayfield,CO,La Plata County,81122
ROCKY MOUNTAIN LIQUORS LLC,ROCKY MOUNTAIN LIQUORS,Liquor Store (county), 11/12/2015,17454 CR 501 STE B,BAYFIELD,CO,811228712,37.4377605,-107.55781083333,1,17454 Co Rd,Bayfield,CO,La Plata County,81122
VALLECITO LAKE COUNTRY MARKET LLC,VALLECITO LAKE COUNTRY MARKET,Liquor Store (county), 08/17/2015,18071 CR 501,Bayfield,CO,811228715,37.443276795918,-107.55688510204,1,18071 Co Rd,Bayfield,CO,La Plata County,81122
ARCHER & ARCHER LLC,POUDRE SPIRITS AND WINE,Liquor Store (county), 02/22/2016,33021 POUDRE CANYON RD,Bellvue,CO,805129426,40.610729,-105.525784,0.33,0,Bellvue,CO,Larimer County,80512
"DBLD LIQUOR, LLC",GLEN ECHO LIQUOR,Liquor Store (county), 06/18/2016,31503 POUDRE CANYON HIGHWAY 14,Bellvue,CO,80512,40.6988852,-105.5850942,1,31503 Poudre Canyon Hwy,Bellvue,CO,Larimer County,80512
BENNETT MARKETPLACE LIQUOR LLC,BENNETT MARKETPLACE LIQUOR,Liquor Store (city), 04/01/2016,965 S 1ST ST,Bennett,CO,80102,39.759467,-104.433203,0.8, 1st St,Bennett,CO,Adams County,80102
JD'S LIQUOR LLC,JD'S LIQUOR,Liquor Store (city), 04/16/2016,101 S FIRST ST,Bennett,CO,80102,39.869384,-104.458336,0.33,0,Bennett,CO,Adams County,80102
LOG CABIN LIQUORS LLC,BERTHOUD LOG CABIN LIQUOR,Liquor Store (city), 03/18/2016,443 MOUNTAIN AVE,Berthoud,CO,805131256,40.305136276596,-105.08075710638,1,443 Mountain Ave,Berthoud,CO,Larimer County,80513
SHIRAZI-BEHESHTI J,BERTHOUD WINE & SPIRITS,Liquor Store (city), 01/14/2016,265 MOUNTAIN AVE,BERTHOUD,CO,80513,40.305161810811,-105.07833151351,1,265 Mountain Ave,Berthoud,CO,Larimer County,80513
KHOOTENAI LLC,HOMETOWN LIQUORS,Liquor Store (county), 02/21/2016,425 N. US HWY 287,Berthoud,CO,80513,40.292899204082,-105.10250783673,1,425 Us Hwy,Berthoud,CO,Larimer County,80513
BLACK HAWK DEVELOPMENT CORP,COYOTE LIQUORS,Liquor Store (county), 08/10/2016,5312 HWY 119,Black Hawk,CO,80422,39.876729,-105.465602,0.8, State Hwy,Black Hawk,CO,Gilpin County,80422
PICKLE LIQUORS LLC,PICKLE LIQUORS,Liquor Store (county), 08/27/2016,661 HWY 46,Black Hawk,CO,80422,39.842780666667,-105.49136158333,1,661 State Hwy,Black Hawk,CO,Gilpin County,80422
UNDERGROUND LIQUOR LLC,UNDERGROUND LIQUOR,Liquor Store (county), 08/08/2015,15107 HIGHWAY 119,Black Hawk,CO,80422,39.876729,-105.465602,0.8, State Hwy,Black Hawk,CO,Gilpin County,80422
XTRACT LLC,MID COUNTY LIQUORS,Liquor Store (county), 02/15/2016,17218 HWY 119,Black Hawk,CO,804224553,39.886168147059,-105.47459947059,1,17218 State Hwy,Black Hawk,CO,Gilpin County,80422
TOCZEK ZBIGNIEW,RED ROCK GENERAL STORE,Liquor Store (city), 06/08/2016,HWY 160 UNIT A,Blanca,CO,81123,37.434806,-105.507568,1, Us Hwy,Blanca,CO,Costilla County,81123
RIO RANCHO LLC,RANCHO DEL RIO,Liquor Store (county), 10/14/2015,4199 TROUGH RD,Bond,CO,804239702,39.89356,-106.60792,1,4199 Trough Rd,Wolcott,CO,Eagle County,81655
A-M HOLDINGS LLC,ALFALFA'S MARKET,Liquor Store (city), 09/28/2015,1655 BROADWAY,Boulder,CO,803026218,39.97189056383,-105.23758691489,0.9,1655 Broadway,Boulder,CO,Boulder County,80303
BATTAMBANG INC,GUNBARREL LIQUOR,Liquor Store (city), 04/13/2016,6566-6570 LOOKOUT ROAD,Boulder,CO,80301,40.072773,-105.19633,0.8, Lookout Rd,Lafayette,CO,Boulder County,80026
BOULDER WINE MERCHANTS LTD,BOULDER WINE MERCHANT THE,Liquor Store (city), 04/15/2016,2690 BROADWAY,Boulder,CO,803043542,40.025431204082,-105.28205995918,0.9,2690 Broadway St,Boulder,CO,Boulder County,80304
BUFFALO SPIRITS LIQUOR LLC,REDS LIQUOR,Liquor Store (city), 11/08/2015,4481 N BROADWAY,Boulder,CO,803040586,40.0551724,-105.2821182,0.9,4481 Broadway St,Boulder,CO,Boulder County,80304
CHANSCO INC,PETTYJOHNS LIQUOR & WINE,Liquor Store (city), 11/03/2015,613 S BROADWAY,Boulder,CO,803035926,39.978165958333,-105.24338620833,0.9,613 Broadway St,Boulder,CO,Boulder County,80305
CMG VENTURES LLC,WEST END WINE SHOP,Liquor Store (city), 09/25/2015,"777 PEARL ST, UNIT C",Boulder,CO,80302,40.01673675,-105.2855425,0.9,777 Pearl St,Boulder,CO,Boulder County,80302
CONIS INC,NORTH BOULDER LIQUORS,Liquor Store (city), 12/31/2015,3990 BROADWAY,Boulder,CO,803041132,40.047859116279,-105.28208606977,0.9,3990 Broadway St,Boulder,CO,Boulder County,80304
CURED WINES LLC,CURED WINES,Liquor Store (city), 04/21/2016,1825B PEARL ST,Boulder,CO,803025527,40.019575367347,-105.27178669388,0.9,1825 B Pearl St,Boulder,CO,Boulder County,80302
DHALIWAL INC,BAILEY'S WINE & SPIRITS,Liquor Store (city), 01/29/2016,4800 BASELINE ROAD UNIT E-101,Boulder,CO,80303,40.000025147059,-105.23447355882,0.9,4800 Baseline Rd,Boulder,CO,Boulder County,80303
GINGER?S DRIVE-THRU LIQUOR LLC,GINGER'S DRIVE-THRU LIQUOR,Liquor Store (city), 01/28/2016,3053 28TH ST,Boulder,CO,803011313,40.030079444444,-105.25840940404,1,3053 28th St,Boulder,CO,Boulder County,80301
INTEGRITY RETAIL PARTNERS LLC,HAZEL'S BEVERAGE WORLD,Liquor Store (city), 12/05/2015,1955 28TH ST,BOULDER,CO,803011101,40.018035172414,-105.25846048966,1,1955 28th St,Boulder,CO,Boulder County,80301
JOY CORPORATION,WILLOW SPRINGS LIQUOR,Liquor Store (city), 01/01/2016,2795 IRIS AVE,Boulder,CO,803042433,40.036464478261,-105.25846073913,0.9,2795 Iris Ave,Boulder,CO,Boulder County,80304
KIM DO SOOK,WILLIAMS VILLAGE LIQUOR,Liquor Store (city), 03/31/2016,655 30TH ST,BOULDER,CO,803032310,40.050963653061,-105.25495212245,0.8,655 30th St,Boulder,CO,Boulder County,80301
KIMI CORP.,BOTTLES,Liquor Store (city), 04/11/2016,2520 ARAPAHOE AVE,Boulder,CO,80302,40.014536633166,-105.2616711206,0.9,2520 Arapahoe Ave,Boulder,CO,Boulder County,80302
LIQUOR MART INC,LIQUOR MART,Liquor Store (city), 12/31/2015,1750 15TH ST,Boulder,CO,803026338,40.015853571429,-105.27506871429,1,1750 15th St,Boulder,CO,Boulder County,80302
LU & ASSOCIATES INC,ROSE HILL WINE & SPIRITS,Liquor Store (city), 06/01/2016,1089 13TH STREET,Boulder,CO,803027305,40.007114122449,-105.27620238776,1,1089 13th St,Boulder,CO,Boulder County,80302
MALO  LLC,B TOWN,Liquor Store (city), 01/08/2016,5360 ARAPAHOE AVE STE C,Boulder,CO,803038105,40.014604272727,-105.22733222727,0.9,5360 Arapahoe Ave,Boulder,CO,Boulder County,80303
MCELWEIDA INC,HARVEST WINE & SPIRITS INC,Liquor Store (city), 05/23/2016,3075 ARAPAHOE,Boulder,CO,803011016,40.014711758389,-105.25278721477,0.9,3075 Arapahoe Ave,Boulder,CO,Boulder County,80303
OH JIN,BROADWAY WINE & SPIRITS,Liquor Store (city), 03/10/2016,2550 BASELINE RD,Boulder,CO,803033324,40.000234572864,-105.26143131658,0.9,2550 Baseline Rd,Boulder,CO,Boulder County,80303
POPINDER CORP,BASELINE LIQUOR,Liquor Store (city), 06/09/2016,2750 BASELINE ROAD,BOULDER,CO,803033326,40.000289,-105.25917836364,0.9,2750 Baseline Rd,Boulder,CO,Boulder County,80305
SUN DELI AND LIQUOR LLC,SUN DELI AND LIQUOR,Liquor Store (city), 02/08/2016,2299 PEARL ST UNIT B,Boulder,CO,803024668,40.020847,-105.265557,0.9,2299 Pearl St,Boulder,CO,Boulder County,80302
SW LIQUOR CORP,BOULDER BEER & LIQUOR EMPORIUM,Liquor Store (city), 07/22/2016,4700 TABLE MESA DR,Boulder,CO,803035541,39.985761,-105.239706,0.9,4700 Table Mesa Dr,Boulder,CO,Boulder County,80305
TLIM INC,VIKING SPIRITS & LIQUORS,Liquor Store (city), 11/14/2015,5250 MANATTAN CIRCLE,Boulder,CO,803034258,39.973222,-105.209276,0.22,0,Boulder,CO,Boulder County,80303
WHOLE FOODS MARKET ROCKY MTN/SW LP,WHOLE FOODS WINE AND SPIRITS,Liquor Store (city), 08/18/2016,2315 30TH ST,Boulder,CO,803011103,40.023861451613,-105.25372190323,0.9,2315 30th St,Boulder,CO,Boulder County,80303
YJ ENTERPRISES INC,A-OK LIQUOR,Liquor Store (city), 07/08/2015,2690 28TH ST UNIT #A,BOULDER,CO,803011254,40.02542977551,-105.25837712245,1,2690 28th St,Boulder,CO,Boulder County,80301
ELDORADO LIQUOR INC,ELDO WINE & SPIRITS,Liquor Store (county), 02/10/2016,1807 FOOTHILLS HIGHWAY,Boulder,CO,80303,39.952424944444,-105.23269525,1,1807 S Foothills Hwy,Boulder,CO,Boulder County,80303
CITY LIQUORS INC,CITY LIQUORS,Liquor Store (city), 10/08/2015,400 N PARK UNIT 6B,Breckenridge,CO,804249999,39.52536,-106.034842,0.8, North Rd,Breckenridge,CO,Summit County,80424
COHN PHILIP L,SKEE VUE LIQUORS,Liquor Store (city), 12/25/2015,311 S RIDGE,Breckenridge,CO,804249999,39.52536,-106.034842,0.8, South Rd,Breckenridge,CO,Summit County,80424
RIDGE STREET WINE LLC,RIDGE STREET WINE,Liquor Store (city), 08/08/2015,304 B SOUTH MAIN ST.,BRECKENRIDGE,CO,804248830,39.484572,-106.046187,0.8, Main St,Breckenridge,CO,Summit County,80424
THE LIQUOR SHED LLC,THE LIQUOR SHED,Liquor Store (city), 06/21/2016,116 NORTH MAIN STREET,BRECKENRIDGE,CO,80424,39.480735904762,-106.0461185,1,116 S Main St,Breckenridge,CO,Summit County,80424
YOUNG-ILL LLC,SUMMIT WINE & LIQUORS,Liquor Store (city), 05/28/2016,110 S PARK AVENUE,BRECKENRIDGE,CO,80424,39.481185319149,-106.04817770213,1,110 S Park,Breckenridge,CO,Summit County,80424
AMERICAN LIQUORS LLC,AMERICAN LIQUORS,Liquor Store (county), 06/20/2016,76 HURON RD,Breckenridge,CO,80424,39.493935397959,-106.04396619388,0.8,76 Huron Rd,Breckenridge,CO,Summit County,80424
CROW VALLEY LIQUORS LLC,CROW VALLEY LIQUORS,Liquor Store (county), 05/30/2016,37937 HWY 14,Briggsdale,CO,80611,40.639544943396,-104.33746607547,1,37937 State Hwy,Briggsdale,CO,Weld County,80611
BRIGHTON CROSSING LIQUORS LLC,BRIGHTON CROSSING LIQUORS,Liquor Store (city), 06/04/2016,96 NORTH 50TH AVENUE UNIT D,Brighton,CO,80601,39.979665,-104.752135,0.8, 50th Ave,Brighton,CO,Adams County,80601
BROMLEY LIQUOR INC.,BROMLEY LIQUOR,Liquor Store (city), 12/02/2015,843 S. KUNER RD.,Brighton,CO,80601,39.973288296296,-104.82761981481,1,843 S Kuner Rd,Brighton,CO,Adams County,80601
"CHIRAVUTH TOUCH, INC",ALE HOUSE LIQUORS,Liquor Store (city), 02/05/2016,1595 E BRIDGE ST,Brighton,CO,806011929,39.942984,-104.786597,0.33,0,Brighton,CO,Adams County,80601
DAK SQUARED LLC,MARKETPLACE WINE & SPIRITS,Liquor Store (city), 01/21/2016,450 E BROMLEY LANE #150,Brighton,CO,80601,39.972284897959,-104.81739510204,1,450 E Bromley Ln,Brighton,CO,Adams County,80601
G & D LIQUORS LLC,EAST BRIDGE FINE WINES AND DISTILLED SPIRITS,Liquor Store (city), 05/22/2016,1810 E BRIDGE ST,Brighton,CO,80601,39.942984,-104.786597,0.33,0,Brighton,CO,Adams County,80601
HOMCHANH INC,PRAIRIE WINE & SPIRITS,Liquor Store (city), 07/27/2015,"2223 PRAIRIE CTR PKWY, UNIT A",BRIGHTON,CO,806011633,39.887589,-104.85171,0.8, Peoria Pkwy,Commerce City,CO,Adams County,80603
J N W CORPORATION,BRIGHTON LIQUOR,Liquor Store (city), 04/03/2016,611 S 4TH AVE,BRIGHTON,CO,806013201,39.977257387755,-104.81811091837,1,611 S 4th Ave,Brighton,CO,Adams County,80601
KIDANE GHENNET,EAST BRIDGE DISCOUNT LIQUORS,Liquor Store (city), 04/14/2016,2400 E BRIDGE ST,BRIGHTON,CO,806012546,39.942984,-104.786597,0.33,0,Brighton,CO,Adams County,80601
LOCHBUIE LIQUOR INC,LOCHBUIE LIQUOR INC,Liquor Store (city), 06/17/2016,0100 WELD CNTY RD 37,Brighton,CO,806019524,39.942984,-104.786597,0.33,0,Brighton,CO,Adams County,80601
PAISANO LIQUORS INC,PAISANO LIQUORS,Liquor Store (city), 03/22/2016,126 W BRIDGE ST UNIT A,BRIGHTON,CO,806011796,39.942984,-104.786597,0.33,0,Brighton,CO,Adams County,80601
SB LIQUOR LLC,CHERRYWOOD LIQUOR,Liquor Store (city), 09/15/2015,13679 COLORADO BLVD,Brighton,CO,80602,39.944120923077,-104.94026630769,0.7,13679 Colorado Blvd,Thornton,CO,Adams County,80602
WHISKEY BARREL INC,WHISKEY BARREL,Liquor Store (city), 09/03/2015,104 W LONGSPEAK,Brighton,CO,806011673,39.992574666667,-104.822311,0.9,104 Longs Peak St,Brighton,CO,Adams County,80601
BOGEYS LLC,CASABLANCA WINE & SPIRITS,Liquor Store (city), 05/03/2016,6765 W 120TH AVE UNIT B3,Broomfield,CO,800200301,39.914355028249,-105.07157248588,0.9,6765 State Hwy,Broomfield,CO,Adams County,80020
GROVE LIQUOR LLC,GROVE LIQUOR,Liquor Store (city), 10/22/2015,14344 LINCOLN ST,Broomfield,CO,80023,39.88998,-104.98643,0.8, Lincoln St,Northglenn,CO,Adams County,80233
H.K. ATOM LLC,287 LIQUOR MARKET,Liquor Store (city), 01/19/2016,1140 HWY 287 STE 500,Broomfield,CO,80020,39.914087222455,-105.05416050418,0.9,1140 State Hwy,Broomfield,CO,Adams County,80020
KM LIQUORS INC,BROADLANDS LIQUORS,Liquor Store (city), 03/10/2016,3700 W 144TH AVE #D-800,BROOMFIELD,CO,800209530,39.957647312195,-105.03560821951,0.9,3700 W 144th Ave,Broomfield,CO,Adams County,80023
LUCAS REZENE K,BROOMFIELD LIQUORS,Liquor Store (city), 06/11/2016,300 NICKEL ST #16,Broomfield,CO,800202097,39.920973571429,-105.08765232143,1,300 Nickel St,Broomfield,CO,Adams County,80020
PEMBERTON FAMILY LIQUOR LLC,HIGH FIVE LIQUOR,Liquor Store (city), 08/02/2016,"5099 W 120TH AVE, STE C4-6",Broomfield,CO,80020,39.914221540146,-105.05206535766,1,5099 W 120th Ave,Broomfield,CO,Adams County,80020
QUAIL CREEK WINE AND SPIRITS INC,QUAIL CREEK WINE & SPIRITS,Liquor Store (city), 09/18/2015,2255 W 136TH AVE STE 130,Broomfield,CO,800239304,39.9431,-105.026909,0.8, W 136th Ave,Broomfield,CO,Adams County,80023
S AND L ENTERPRISES,GO GO LIQUORS,Liquor Store (city), 07/26/2015,1398 HWY 287,BROOMFIELD,CO,800202224,39.914086592748,-105.05434266946,0.9,1398 State Hwy,Broomfield,CO,Adams County,80020
SNS INC,ARISTA WINE  & SPIRIT,Liquor Store (city), 08/07/2016,8200 ARISTA PL #110,Broomfield,CO,80021,39.905903,-105.087894,1,8200 Arista Pl,Broomfield,CO,Adams County,80021
TL CORPORATION,KELLY'S WINE AND SPIRITS,Liquor Store (city), 02/06/2016,1000 DEPOT HILL RD,BROOMFIELD,CO,800206719,39.928793,-105.09193,1,1000 Depot Hill Rd,Broomfield,CO,Adams County,80020
WESTLAKE LIQUOR FNLLC,WESTLAKE LIQUOR FN,Liquor Store (city), 12/04/2015,12920 LOWELL BLVD,Broomfield,CO,800205449,39.931856382353,-105.03433570588,0.9,12920 Lowell Blvd,Broomfield,CO,Adams County,80020
WOODLAND BAY CORPORATION,LIQUOR STAR,Liquor Store (city), 08/17/2015,6650 W 120TH AVE STE A-10,Broomfield,CO,800207614,39.91416893578,-105.06997269725,0.9,6650 State Hwy,Broomfield,CO,Adams County,80020
BRUSH GROCERY KART INC,KART LIQUORS,Liquor Store (city), 06/04/2016,1306 W EDISON ST,BRUSH,CO,807232310,40.254961264286,-103.63542627143,0.8,1306 Edison St,Brush,CO,Morgan County,80723
EASTSIDE LIQUORS INC,EASTSIDE LIQUOR,Liquor Store (city), 12/07/2015,320 E EDISON,BRUSH,CO,807232522,40.218547,-103.613248,0.33,0,Brush,CO,Morgan County,80723
KANG MIKE HYONG,BRUSH LIQUOR MART,Liquor Store (city), 10/28/2015,520 EDISON ST,BRUSH,CO,807232011,40.255277625,-103.6248398125,0.8,520 Edison St,Brush,CO,Morgan County,80723
C J ENTERPRISES LLC,RALLY LIQUORS,Liquor Store (city), 11/09/2015,402 S HWY 24,Buena Vista,CO,81211,38.845508,-106.134614375,0.9,402 Us Hwy,Buena Vista,CO,Chaffee County,81211
LA VALLE'S GAS & LIQUORS INC,LA VALLE LIQUORS,Liquor Store (city), 02/18/2016,543 N HWY 24,Buena Vista,CO,81211,38.847719238095,-106.13606185714,0.9,543 Us Hwy,Buena Vista,CO,Chaffee County,81211
LITTLE DAISY COMPANY,LITTLE DAISY COMPANY,Liquor Store (city), 09/23/2015,302 N HWY 24,BUENA VISTA,CO,812119651,38.844045710526,-106.13370736842,0.7,302 Us Hwy,Buena Vista,CO,Chaffee County,81211
WEEKS KATHLEEN ANN,HIGH PEAKS LIQUOR,Liquor Store (county), 06/22/2015,12916 UNIT A HWY 24/285,BUENA VISTA,CO,81211,38.885032,-106.179938,0.33,0,Buena Vista,CO,Chaffee County,81211
DAVIS RICHARD W DAVIS JANET ELAINE,DAVIS & DAVIS,Liquor Store (city), 10/30/2015,1775 ROSE AVE,Burlington,CO,808071553,39.300912428571,-102.27298097959,1,1775 Rose Ave,Burlington,CO,Kit Carson County,80807
MITCHELL HAROLD A MITCHELL KATHERINE M,BURLINGTON LIQUORS,Liquor Store (city), 06/07/2016,430 S LINCOLN,BURLINGTON,CO,808072107,39.296043904255,-102.27873095745,1,430 S Lincoln St,Burlington,CO,Kit Carson County,80807
RB & BG INVESTMENTS LLC,LINCOLN LIQUORS,Liquor Store (city), 10/10/2015,132 LINCOLN ST,BURLINGTON,CO,808071406,39.301422733333,-102.27878266667,1,132 Lincoln St,Burlington,CO,Kit Carson County,80807
MAC'S LIQUOR STORE INC,MAC'S LIQUORS,Liquor Store (city), 11/30/2015,1005 5TH ST,Calhan,CO,808088826,39.035951693878,-104.30287626531,1,1005 5th St,Calhan,CO,El Paso County,80808
AMENDT BROTHERS INC,MT'S LIQUOR,Liquor Store (county), 11/07/2015,23520 HWY 94,Calhan,CO,80808,38.838293,-104.389827,1,23520 State Hwy,Calhan,CO,El Paso County,80808
AMERICAN LIQUOR INC,AMERICAN LIQUOR,Liquor Store (city), 01/01/2016,628 ROYAL GORGE BLVD,CANON CITY,CO,812123751,38.440515129032,-105.23841516129,1,628 Royal Gorge Blvd,Canon City,CO,Fremont County,81212
JEWETT DRUGS INC,JEWETT'S,Liquor Store (city), 07/18/2016,121 N 16TH ST,Canon City,CO,812122401,38.447528,-105.225863,1,121 N 16th St,Canon City,CO,Fremont County,81212
MCROWE CORPORATION,SKYLINE LIQUOR,Liquor Store (city), 02/06/2016,2401 N 9TH ST,Canon City,CO,812122105,38.461709,-105.23879,1,2401 N 9th St,Canon City,CO,Fremont County,81212
SHARON R DODGE LLC,BIG MAMAS DISCOUNT LIQUOR,Liquor Store (city), 02/02/2016,2753 E MAIN ST,CANON CITY,CO,812124009,38.446709,-105.21087,1,2753 E Main St,Canon City,CO,Fremont County,81212
SHARPER LIQUORS LLC,BOTTLE SHOPPE THE,Liquor Store (city), 02/04/2016,2405 FREMONT DR,Canon City,CO,812122601,38.448191857143,-105.2124722449,1,2405 Fremont Dr,Canon City,CO,Fremont County,81212
